CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2021-39793,,out of bounds write,local privilege escalation,,,Android kernel,,kbase_jd_user_buf_pin_pages of mali_kbase_mem.c
CVE-2021-4034,improper parameter handling,,local privilege escalation,crafted environment variables,unprivileged users,polkit,,pkexec utility
CVE-2021-40438,improper input validation,,forward request to attacker-chosen origin server,crafted request uri-path,,Apache HTTP Server,2.4.48 and earlier,mod_proxy
CVE-2021-40449,,,,,,Windows,,Win32k
CVE-2021-40870,unrestricted file upload,,execute arbitrary code,directory traversal,unauthenticated user,Aviatrix Controller,6.x before 6.5-1804.1922,
CVE-2021-41379,,,,,,Windows,,Installer
CVE-2021-42013,insufficient fix for CVE-2021-41773,,path traversal|remote code execution,,,Apache HTTP Server,2.4.49 and 2.4.50,
CVE-2021-42237,insecure deserialization,,remote command execution,,,Sitecore XP,7.5 Initial Release to 8.2 Update-7,
CVE-2021-42258,,SQL injection,remote code execution,txtID parameter,unauthenticated attacker,BQE BillQuick Web Suite,2018 through 2021 before 22.0.9.1,
CVE-2021-42292,,,,,,Microsoft Excel,,
CVE-2021-42321,,,,,,Microsoft Exchange Server,,
CVE-2021-44077,,,unauthenticated remote code execution,,,Zoho ManageEngine ServiceDesk Plus|ServiceDesk Plus MSP|SupportCenter Plus,before 11306|before 10530|before 11014,/RestAPI URLs
CVE-2021-44168,download of code without integrity check,,download arbitrary files,specially crafted update packages,local authenticated attacker,FortiOS,before 7.0.3,execute restore src-vis command
CVE-2021-45382,,,remote command execution,,,D-link DIR-810L|DIR-820L/LW|DIR-826L|DIR-830L|DIR-836L,,DDNS function in ncc2 binary file
CVE-2022-0028,URL filtering policy misconfiguration,,reflected and amplified TCP denial-of-service,,network-based attacker,Palo Alto Networks PA-Series|VM-Series|CN-Series,,
CVE-2022-20699,multiple vulnerabilities,,execute arbitrary code|elevate privileges|execute arbitrary commands|bypass authentication and authorization|fetch and run unsigned software|cause denial of service,,attacker,Cisco Small Business RV160|RV260|RV340|RV345 Series Routers,,
CVE-2022-20701,multiple vulnerabilities,,execute arbitrary code|elevate privileges|execute arbitrary commands|bypass authentication and authorization|fetch and run unsigned software|cause denial of service,,attacker,Cisco Small Business RV160|RV260|RV340|RV345 Series Routers,,
CVE-2022-20703,multiple vulnerabilities,,execute arbitrary code|elevate privileges|execute arbitrary commands|bypass authentication and authorization|fetch and run unsigned software|cause denial of service,,attacker,Cisco Small Business RV160|RV260|RV340|RV345 Series Routers,,
CVE-2022-20708,multiple vulnerabilities,,execute arbitrary code|elevate privileges|execute arbitrary commands|bypass authentication and authorization|fetch and run unsigned software|cause denial of service,,attacker,Cisco Small Business RV160|RV260|RV340|RV345 Series Routers,,
CVE-2022-21587,unspecified,,takeover of Oracle Web Applications Desktop Integrator,,unauthenticated attacker with network access via HTTP,Oracle Web Applications Desktop Integrator,12.2.3-12.2.11,Upload component
CVE-2022-21971,,,,,,Windows,,Runtime
CVE-2022-22536,request smuggling|request concatenation,,execute functions impersonating the victim|poison intermediary Web caches,,unauthenticated attacker,SAP NetWeaver Application Server ABAP|SAP NetWeaver Application Server Java|ABAP Platform|SAP Content Server|SAP Web Dispatcher,7.53,
CVE-2022-22587,memory corruption,,execute arbitrary code with kernel privileges,,malicious application,iOS|iPadOS|macOS,"15.3, 15.3, Big Sur 11.6.3, Monterey 12.2",
CVE-2022-22620,use after free,,arbitrary code execution,maliciously crafted web content,,macOS|iOS|iPadOS|Safari,"Monterey 12.2.1, 15.3.1, 15.3.1, 15.3",
CVE-2022-22674,,out-of-bounds read,read kernel memory,,local user,macOS,"Monterey 12.3.1, Catalina, Big Sur 11.6.6",
CVE-2022-22675,,out-of-bounds write,execute arbitrary code with kernel privileges,,,tvOS|watchOS|macOS|iOS|iPadOS,"15.5, 8.6, Big Sur 11.6.6, Monterey 12.3.1, 15.4.1, 15.4.1",
CVE-2022-22706,improper access control,,write access to read-only memory pages,,non-privileged user,Arm Mali GPU Kernel Driver,"Midgard r26p0 through r31p0, Bifrost r0p0 through r35p0, Valhall r19p0 through r35p0",
CVE-2022-2294,,heap buffer overflow,heap corruption,crafted HTML page,remote attacker,Google Chrome,prior to 103.0.5060.114,WebRTC
CVE-2022-23131,insufficient session data verification,,escalate privileges|gain admin access,,malicious unauthenticated actor,Zabbix Frontend,,SAML SSO authentication
CVE-2022-24521,,,,,,Windows,,Common Log File System Driver
CVE-2022-24682,improper input sanitization,,execute arbitrary JavaScript,,,Zimbra Collaboration Suite,8.8.x before 8.8.15 patch 30,Calendar feature
CVE-2022-24706,improper access control,,gain admin privileges,,unauthenticated attacker,Apache CouchDB,prior to 3.2.2,
CVE-2022-24990,,,information disclosure | discover administrative password,,remote attackers,TerraMaster NAS,4.2.29 and earlier,module/api.php?mobile/webNasIPS
CVE-2022-26258,,,remote command execution,,,D-Link DIR-820L,1.05B03,get set ccp
CVE-2022-26318,unspecified,,execute arbitrary code,,unauthenticated user,WatchGuard Firebox|XTM appliances,"Fireware OS before 12.7.2_U2, 12.x before 12.1.3_U8, 12.2.x through 12.5.x before 12.5.9_U2",
CVE-2022-26352,,directory traversal,upload executable file|remote code execution,,unauthenticated attacker,dotCMS,3.0 through 22.02,ContentResource API
CVE-2022-26485,use-after-free,,,,,Firefox|Firefox ESR|Firefox for Android|Thunderbird|Focus,"< 97.0.2, < 91.6.1, < 97.3.0, < 91.6.2, < 97.3.0",XSLT processing
CVE-2022-26486,use-after-free,,sandbox escape,,,Firefox|Firefox ESR|Firefox for Android|Thunderbird|Focus,"< 97.0.2, < 91.6.1, < 97.3.0, < 91.6.2, < 97.3.0",WebGPU IPC framework
CVE-2022-26904,,,,,,Windows,,User Profile Service
CVE-2022-26923,,,,,,Active Directory Domain Services,,
CVE-2022-26925,,,,,,Windows,,LSA
CVE-2022-27518,,,remote code execution,,unauthenticated attacker,,,
CVE-2022-27593,externally controlled reference to a resource,,modify system files,,attacker,QNAP NAS,multiple versions,Photo Station
CVE-2022-27926,,reflected cross-site scripting,execute arbitrary web script or HTML,request parameters,unauthenticated attackers,Zimbra Collaboration,9,/public/launchNewWindow.jsp
CVE-2022-28810,,OS command injection,execute arbitrary OS commands as SYSTEM,,remote authenticated administrator|remote partially authenticated attacker,Zoho ManageEngine ADSelfService Plus,before build 6122,policy custom script feature
CVE-2022-30333,,directory traversal,write to files during extract operation,,,RARLAB UnRAR,before 6.12,
CVE-2022-30525,,OS command injection,execute OS commands,,attacker,Zyxel USG FLEX|USG20(W)-VPN|ATP series|VPN series,multiple versions,CGI program
CVE-2022-31460,hardcoded credentials,,activate Tethering Mode,,,Owl Labs Meeting Owl,5.2.0.15,
CVE-2022-32893,,out-of-bounds write,arbitrary code execution,maliciously crafted web content,,iOS|iPadOS|macOS|Safari,"15.6.1, 15.6.1, Monterey 12.5.1, 15.6.1",
CVE-2022-32894,,out-of-bounds write,execute arbitrary code with kernel privileges,,,iOS|iPadOS|macOS,"15.6.1, 15.6.1, Monterey 12.5.1",
CVE-2022-32917,improper bounds checks,,execute arbitrary code with kernel privileges,,,macOS|iOS|iPadOS,"Monterey 12.6, 15.7, 15.7, 16, Big Sur 11.7",
CVE-2022-35405,unspecified,,remote code execution,,unauthenticated attacker,Zoho ManageEngine Password Manager Pro|PAM360|Access Manager Plus,before 12101|before 5510|before 4303,
CVE-2022-37969,,,,,,Windows,,Common Log File System Driver
CVE-2022-38181,improper memory handling,,access freed memory,,unprivileged users,Arm Mali GPU kernel driver,"Bifrost r0p0 through r38p1, r39p0; Valhall r19p0 through r38p1, r39p0; Midgard r4p0 through r32p0",
CVE-2022-39197,,cross-site scripting,execute HTML,,remote attacker,HelpSystems Cobalt Strike,through 4.7,teamserver
CVE-2022-41033,,,,,,Windows,,COM+ Event System Service
CVE-2022-41049,,,,,,Windows,,Mark of the Web
CVE-2022-41073,,,,,,Windows,,Print Spooler
CVE-2022-41082,,,,,,Microsoft Exchange Server,,
CVE-2022-41091,,,,,,Windows,,Mark of the Web
CVE-2022-41125,,,,,,Windows,,CNG Key Isolation Service
CVE-2022-41128,,,,,,Windows,,Scripting Languages
CVE-2022-41328,path traversal,,read and write files,crafted CLI commands,privileged attacker,Fortinet FortiOS,"7.2.0 through 7.2.3, 7.0.0 through 7.0.9, before 6.4.11",
CVE-2022-42827,,out-of-bounds write,execute arbitrary code with kernel privileges,,,iOS|iPadOS,"15.7.1, 15.7.1, 16.1, 16",
CVE-2022-42856,type confusion,,arbitrary code execution,maliciously crafted web content,,Safari|tvOS|macOS|iOS|iPadOS,"16.2, 16.2, Ventura 13.1, 15.7.2, 15.7.2, 16.1.2",
CVE-2022-42948,improper HTML escaping,,remotely execute code,crafted HTML code,,Cobalt Strike,4.7.1,UI
CVE-2022-44877,,OS command injection,execute arbitrary OS commands,shell metacharacters,remote attackers,CWP,7 before 0.9.8.1147,login/index.php
CVE-2022-47986,,YAML deserialization,execute arbitrary code,specially crafted obsolete API call,remote attacker,IBM Aspera Faspex,4.4.2 Patch Level 1 and earlier,
CVE-2021-1675,,,,,,Windows,,Print Spooler
CVE-2021-30713,improper permissions validation,,bypass Privacy preferences,,malicious application,macOS,Big Sur 11.4,
CVE-2021-31956,,,,,,Windows,,NTFS
CVE-2021-32648,improper access control,,gain access to account,specially crafted request,,october/system,before Build 472 and v1.1.5,password reset functionality
CVE-2021-33742,,,,,,Windows,,MSHTML Platform
CVE-2021-34523,,,,,,Microsoft Exchange Server,,
CVE-2021-26085,improper access control,,view restricted resources,,remote attackers,Atlassian Confluence Server,"before 7.4.10, 7.5.0 before 7.12.3",/s/ endpoint
CVE-2022-44698,,,,,,Windows,,SmartScreen
CVE-2022-21999,,,,,,Windows,,Print Spooler
CVE-2021-40539,,REST API authentication bypass,remote code execution,,,Zoho ManageEngine ADSelfService Plus,6113 and prior,
CVE-2021-22900,,unrestricted file upload,file write,maliciously crafted archive upload,authenticated administrator,Pulse Connect Secure,before 9.1R11.4,administrator web interface
CVE-2021-23874,improper access control,,gain elevated privileges|execute arbitrary code,,local user,McAfee Total Protection,prior to 16.0.30,
CVE-2021-27065,,,,,,Microsoft Exchange Server,,
CVE-2021-35211,,remote memory escape,gain privileged access,,threat actor,SolarWinds Serv-U,before 15.2.3 HF2,
CVE-2021-35587,unspecified,,takeover of Oracle Access Manager,,unauthenticated attacker with network access via HTTP,Oracle Access Manager,"11.1.2.3.0, 12.2.1.3.0, 12.2.1.4.0",OpenSSO Agent
CVE-2021-36934,overly permissive Access Control Lists,,run arbitrary code with SYSTEM privileges,,attacker,Windows,,multiple system files including SAM database
CVE-2021-37976,inappropriate implementation,,obtain potentially sensitive information from process memory,crafted HTML page,remote attacker,Google Chrome,prior to 94.0.4606.71,Memory
CVE-2021-38003,inappropriate implementation,,heap corruption,crafted HTML page,remote attacker,Google Chrome,prior to 95.0.4638.69,V8
CVE-2021-41773,improper path normalization,,path traversal|remote code execution,,,Apache HTTP Server,2.4.49,
CVE-2021-42278,,,,,,Active Directory Domain Services,,
CVE-2021-44228,improper input validation,,execute arbitrary code,attacker controlled LDAP and JNDI related endpoints,attacker,Apache Log4j2,2.0-beta9 through 2.15.0,JNDI features
CVE-2022-0543,,Lua sandbox escape,remote code execution,,,redis,,
CVE-2022-26871,,arbitrary file upload,remote code execution,,unauthenticated remote attacker,Trend Micro Apex Central,,
CVE-2022-30190,improper input validation,,run arbitrary code,URL protocol,attacker,Microsoft Windows,,MSDT
CVE-2022-41352,improper file upload validation,,access any other user accounts,cpio loophole,attacker,Zimbra Collaboration,8.8.15 and 9.0,amavis
CVE-2021-3493,improper validation,,gain elevated privileges,,attacker,Linux kernel,,overlayfs implementation
CVE-2021-22204,improper neutralization of user data,,arbitrary code execution,malicious image,,ExifTool,7.44 and up,DjVu file format
CVE-2022-22965,improper data binding,,remote code execution,,,Spring MVC|Spring WebFlux,,
CVE-2022-46169,,command injection,execute arbitrary code,,unauthenticated user,Cacti,affected versions,remote_agent.php
CVE-2022-36537,improper access control,,access sensitive information,crafted POST request,attackers,ZK Framework,"9.6.1, 9.6.0.1, 9.5.1.3, 9.0.1.2, 8.6.4.1",AuUploader component
CVE-2021-31955,,,,,,Windows,,Kernel
CVE-2021-0187,improper access control,,escalation of privilege,,privileged user,Intel Processors,,BIOS firmware
CVE-2021-0735,missing permission check,,information disclosure,,,Android,13,PackageManager
CVE-2021-1070,improper access control,,modify system device tree files,,unprivileged user,NVIDIA Jetson,prior to L4T 32.5,apply_binaries.sh script
CVE-2021-1071,improper access control,,access system power usage data,,unauthorized users,NVIDIA Tegra,prior to L4T 32.5,INA3221 driver
CVE-2021-21471,improper access control,,access unintended API endpoints,,authenticated user,CLA-Assistant,before 2.8.5,
CVE-2021-22644,hardcoded credentials,,,,,Ovarro TBox TWinSoft,,
CVE-2021-23921,broken access control,,,,,Devolutions Server,before 2020.3,Password List entry elements
CVE-2021-25263,insecure permissions,,execute arbitrary code with SYSTEM privileges,,local low privileged attacker,Yandex Browser for Windows,prior to 21.9.0.390,update process
CVE-2021-25863,default credentials,,,,,Open5GS,2.1.3,admin account
CVE-2021-26733,broken access control,,send reboot commands to BMC,,attacker,Lanner Inc IAC-AST2500A,standard firmware version 1.10.0,FirstReset_handler_func function
CVE-2021-28147,incorrect access control,,add external groups to existing teams,,any authenticated user,Grafana Enterprise,"6.x before 6.7.6, 7.x before 7.3.10, 7.4.x before 7.4.5",team sync HTTP API
CVE-2021-28152,undocumented feature,,access shell as superuser,,,Hongdian H8922,3.0.5,telnet service
CVE-2021-30028,default credentials,,erase/read/write firmware remotely,,attackers,SOOTEWAY Wi-Fi Range Extender,v1.5,TELNET service
CVE-2021-31477,hardcoded default credentials,,execute code,,remote attackers,GE Reason RPV311,14A03,firmware and filesystem
CVE-2021-31577,missing permission check,,remote escalation of privilege,,proximal attacker,Boa,,
CVE-2021-33104,improper access control,,denial of service,,authenticated user,Intel OFU software,before 14.1.28,
CVE-2021-33126,improper access control,,denial of service,,privileged user,Intel 700 and 722 Series Ethernet Controllers and Adapters,before versions 8.5 and 1.5.5,firmware
CVE-2021-33128,improper access control,,denial of service,,privileged user,Intel E810 Ethernet Controllers,before 1.6.0.6,firmware
CVE-2021-33164,improper access control,,escalation of privilege,,privileged user,Intel NUCs,before INWHL357.0046,BIOS firmware
CVE-2021-34401,improper access control,,code execution|compromised integrity|denial of service,,,NVIDIA Linux kernel,,nvmap NVGPU_IOCTL_CHANNEL_SET_ERROR_NOTIFIER
CVE-2021-34782,improper access controls,,obtain sensitive information about other users,,authenticated remote attacker,Cisco DNA Center,,API endpoints
CVE-2021-35452,incorrect access control,,,,,libde265,v1.0.8,slice.cc
CVE-2021-36411,incorrect access control,,denial of service,,,libde265,v1.0.8,deblock.cc
CVE-2021-36718,default credentials,,export sensitive data,,attacker,SYNEL eharmonynew|Synel Reports,8.0.2 version 11 and prior,
