"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2024-35396","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-28T15:16:39.198Z","TOTOLINK CP900L v4.1.5cu.798_B20221228 was discovered to contain a hardcoded password for telnet in /web_cste/cgi-bin/product.ini, which allows attackers to log in as root.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-35049","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T15:15:40.856Z","SurveyKing v1.3.1 was discovered to keep users' sessions active after logout. Related to an incomplete fix for CVE-2022-25590.","","","","CWE-613","CWE-613 Insufficient Session Expiration"
"CVE-2024-35350","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T14:51:51.026Z","A vulnerability has been discovered in Dino Physics School Assistant version 2.3. The vulnerability impacts an unidentified code within the file /admin/?page=borrow/view_borrow. Manipulating the argument id can result in SQL injection.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-35801","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-03T16:56:51.808Z","In the Linux kernel, the following vulnerability has been resolved:  x86/fpu: Keep xfd_state in sync with MSR_IA32_XFD  Commit 672365477ae8 (""x86/fpu: Update XFD state where required"") and commit 8bf26758ca96 (""x86/fpu: Add XFD state to fpstate"") introduced a per CPU variable xfd_state to keep the MSR_IA32_XFD value cached, in order to avoid unnecessary writes to the MSR.  On CPU hotplug MSR_IA32_XFD is reset to the init_fpstate.xfd, which wipes out any stale state. But the per CPU cached xfd value is not reset, which brings them out of sync.  As a consequence a subsequent xfd_update_state() might fail to update the MSR which in turn can result in XRSTOR raising a #NM in kernel space, which crashes the kernel.  To fix this, introduce xfd_set_state() to write xfd_state together with MSR_IA32_XFD, and use it in all places that set MSR_IA32_XFD.","","","","CWE-416","CWE-416 Use After Free"
"CVE-2024-35057","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:58:40.990Z","An issue in NASA AIT-Core v2.5.2 allows attackers to execute arbitrary code via a crafted packet.","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information"
"CVE-2024-35853","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-20T17:19:14.190Z","In the Linux kernel, the following vulnerability has been resolved:  mlxsw: spectrum_acl_tcam: Fix memory leak during rehash  The rehash delayed work migrates filters from one region to another. This is done by iterating over all chunks (all the filters with the same priority) in the region and in each chunk iterating over all the filters.  If the migration fails, the code tries to migrate the filters back to the old region. However, the rollback itself can also fail in which case another migration will be erroneously performed. Besides the fact that this ping pong is not a very good idea, it also creates a problem.  Each virtual chunk references two chunks: The currently used one ('vchunk->chunk') and a backup ('vchunk->chunk2'). During migration the first holds the chunk we want to migrate filters to and the second holds the chunk we are migrating filters from.  The code currently assumes - but does not verify - that the backup chunk does not exist (NULL) if the currently used chunk does not reference the target region. This assumption breaks when we are trying to rollback a rollback, resulting in the backup chunk being overwritten and leaked [1].  Fix by not rolling back a failed rollback and add a warning to avoid future cases.  [1] WARNING: CPU: 5 PID: 1063 at lib/parman.c:291 parman_destroy+0x17/0x20 Modules linked in: CPU: 5 PID: 1063 Comm: kworker/5:11 Tainted: G        W          6.9.0-rc2-custom-00784-gc6a05c468a0b #14 Hardware name: Mellanox Technologies Ltd. MSN3700/VMOD0005, BIOS 5.11 01/06/2019 Workqueue: mlxsw_core mlxsw_sp_acl_tcam_vregion_rehash_work RIP: 0010:parman_destroy+0x17/0x20 [...] Call Trace:  <TASK>  mlxsw_sp_acl_atcam_region_fini+0x19/0x60  mlxsw_sp_acl_tcam_region_destroy+0x49/0xf0  mlxsw_sp_acl_tcam_vregion_rehash_work+0x1f1/0x470  process_one_work+0x151/0x370  worker_thread+0x2cb/0x3e0  kthread+0xd0/0x100  ret_from_fork+0x34/0x50  ret_from_fork_asm+0x1a/0x30  </TASK>","","","","CWE-416","CWE-416 Use After Free"
"CVE-2024-35430","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T19:14:51.977Z","In ZKTeco ZKBio CVSecurity v6.1.1 an authenticated user can bypass password checks while exporting data from the application.","","","","CWE-269","CWE-269 Improper Privilege Management"
"CVE-2024-35960","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-18T14:52:07.872Z","In the Linux kernel, the following vulnerability has been resolved:  net/mlx5: Properly link new fs rules into the tree  Previously, add_rule_fg would only add newly created rules from the handle into the tree when they had a refcount of 1. On the other hand, create_flow_handle tries hard to find and reference already existing identical rules instead of creating new ones.  These two behaviors can result in a situation where create_flow_handle 1) creates a new rule and references it, then 2) in a subsequent step during the same handle creation references it    again, resulting in a rule with a refcount of 2 that is not linked into the tree, will have a NULL parent and root and will result in a crash when the flow group is deleted because del_sw_hw_rule, invoked on rule deletion, assumes node->parent is != NULL.  This happened in the wild, due to another bug related to incorrect handling of duplicate pkt_reformat ids, which lead to the code in create_flow_handle incorrectly referencing a just-added rule in the same flow handle, resulting in the problem described above. Full details are at [1].  This patch changes add_rule_fg to add new rules without parents into the tree, properly initializing them and avoiding the crash. This makes it more consistent with how rules are added to an FTE in create_flow_handle.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-35084","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T19:44:51.043Z","J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the findPage function in SysMsgPushMapper.xml.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-35557","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T15:49:38.275Z","idccms v1.35 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /admin/vpsApi_deal.php?mudi=rev&nohrefStr=close.","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)"
"CVE-2024-35385","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:52:33.791Z","An issue in Cesanta mjs 2.20.0 allows a remote attacker to cause a denial of service via the mjs_mk_ffi_sig function in the mjs.c file.","","","","CWE-125","CWE-125 Out-of-bounds Read"
"CVE-2024-35581","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T19:04:24.541Z","A cross-site scripting (XSS) vulnerability in Sourcecodester Laboratory Management System v1.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Borrower Name input field.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-35618","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-29T18:12:40.710Z","PingCAP TiDB v7.5.1 was discovered to contain a NULL pointer dereference via the component SortedRowContainer.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-35576","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T13:59:45.840Z","Tenda AX1806 v1.0.0.1 contains a stack overflow via the iptv.stb.port parameter in the function formSetIptv.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-35059","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T15:00:53.000Z","An issue in the Pickle Python library of NASA AIT-Core v2.5.2 allows attackers to execute arbitrary commands.","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information"
"CVE-2024-35559","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T17:47:13.759Z","idccms v1.35 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /admin/infoMove_deal.php?mudi=rev&nohrefStr=close.","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)"
"CVE-2024-35511","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T13:45:52.556Z","phpgurukul Men Salon Management System v2.0 is vulnerable to SQL Injection via the ""username"" parameter of /msms/admin/index.php.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-35361","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:41:40.790Z","MTab Bookmark v1.9.5 has an SQL injection vulnerability in /LinkStore/getIcon. An attacker can execute arbitrary SQL statements through this vulnerability without requiring any user rights.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-35204","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T17:31:43.452Z","Veritas System Recovery before 23.2_Hotfix has incorrect permissions for the Veritas System Recovery folder, and thus low-privileged users can conduct attacks.","","","","CWE-272","CWE-272 Least Privilege Violation"
"CVE-2024-35799","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-31T14:22:41.995Z","In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Prevent crash when disable stream  [Why] Disabling stream encoder invokes a function that no longer exists.  [How] Check if the function declaration is NULL in disable stream encoder.","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
"CVE-2024-35976","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-20T14:23:47.544Z","In the Linux kernel, the following vulnerability has been resolved:  xsk: validate user input for XDP_{UMEM|COMPLETION}_FILL_RING  syzbot reported an illegal copy in xsk_setsockopt() [1]  Make sure to validate setsockopt() @optlen parameter.  [1]   BUG: KASAN: slab-out-of-bounds in copy_from_sockptr_offset include/linux/sockptr.h:49 [inline]  BUG: KASAN: slab-out-of-bounds in copy_from_sockptr include/linux/sockptr.h:55 [inline]  BUG: KASAN: slab-out-of-bounds in xsk_setsockopt+0x909/0xa40 net/xdp/xsk.c:1420 Read of size 4 at addr ffff888028c6cde3 by task syz-executor.0/7549  CPU: 0 PID: 7549 Comm: syz-executor.0 Not tainted 6.8.0-syzkaller-08951-gfe46a7dd189e #0 Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 03/27/2024 Call Trace:  <TASK>   __dump_stack lib/dump_stack.c:88 [inline]   dump_stack_lvl+0x241/0x360 lib/dump_stack.c:114   print_address_description mm/kasan/report.c:377 [inline]   print_report+0x169/0x550 mm/kasan/report.c:488   kasan_report+0x143/0x180 mm/kasan/report.c:601   copy_from_sockptr_offset include/linux/sockptr.h:49 [inline]   copy_from_sockptr include/linux/sockptr.h:55 [inline]   xsk_setsockopt+0x909/0xa40 net/xdp/xsk.c:1420   do_sock_setsockopt+0x3af/0x720 net/socket.c:2311   __sys_setsockopt+0x1ae/0x250 net/socket.c:2334   __do_sys_setsockopt net/socket.c:2343 [inline]   __se_sys_setsockopt net/socket.c:2340 [inline]   __x64_sys_setsockopt+0xb5/0xd0 net/socket.c:2340  do_syscall_64+0xfb/0x240  entry_SYSCALL_64_after_hwframe+0x6d/0x75 RIP: 0033:0x7fb40587de69 Code: 28 00 00 00 75 05 48 83 c4 28 c3 e8 e1 20 00 00 90 48 89 f8 48 89 f7 48 89 d6 48 89 ca 4d 89 c2 4d 89 c8 4c 8b 4c 24 08 0f 05 <48> 3d 01 f0 ff ff 73 01 c3 48 c7 c1 b0 ff ff ff f7 d8 64 89 01 48 RSP: 002b:00007fb40665a0c8 EFLAGS: 00000246 ORIG_RAX: 0000000000000036 RAX: ffffffffffffffda RBX: 00007fb4059abf80 RCX: 00007fb40587de69 RDX: 0000000000000005 RSI: 000000000000011b RDI: 0000000000000006 RBP: 00007fb4058ca47a R08: 0000000000000002 R09: 0000000000000000 R10: 0000000020001980 R11: 0000000000000246 R12: 0000000000000000 R13: 000000000000000b R14: 00007fb4059abf80 R15: 00007fff57ee4d08  </TASK>  Allocated by task 7549:   kasan_save_stack mm/kasan/common.c:47 [inline]   kasan_save_track+0x3f/0x80 mm/kasan/common.c:68   poison_kmalloc_redzone mm/kasan/common.c:370 [inline]   __kasan_kmalloc+0x98/0xb0 mm/kasan/common.c:387   kasan_kmalloc include/linux/kasan.h:211 [inline]   __do_kmalloc_node mm/slub.c:3966 [inline]   __kmalloc+0x233/0x4a0 mm/slub.c:3979   kmalloc include/linux/slab.h:632 [inline]   __cgroup_bpf_run_filter_setsockopt+0xd2f/0x1040 kernel/bpf/cgroup.c:1869   do_sock_setsockopt+0x6b4/0x720 net/socket.c:2293   __sys_setsockopt+0x1ae/0x250 net/socket.c:2334   __do_sys_setsockopt net/socket.c:2343 [inline]   __se_sys_setsockopt net/socket.c:2340 [inline]   __x64_sys_setsockopt+0xb5/0xd0 net/socket.c:2340  do_syscall_64+0xfb/0x240  entry_SYSCALL_64_after_hwframe+0x6d/0x75  The buggy address belongs to the object at ffff888028c6cde0  which belongs to the cache kmalloc-8 of size 8 The buggy address is located 1 bytes to the right of  allocated 2-byte region [ffff888028c6cde0, ffff888028c6cde2)  The buggy address belongs to the physical page: page:ffffea0000a31b00 refcount:1 mapcount:0 mapping:0000000000000000 index:0xffff888028c6c9c0 pfn:0x28c6c anon flags: 0xfff00000000800(slab|node=0|zone=1|lastcpupid=0x7ff) page_type: 0xffffffff() raw: 00fff00000000800 ffff888014c41280 0000000000000000 dead000000000001 raw: ffff888028c6c9c0 0000000080800057 00000001ffffffff 0000000000000000 page dumped because: kasan: bad access detected page_owner tracks the page as allocated page last allocated via order 0, migratetype Unmovable, gfp_mask 0x112cc0(GFP_USER|__GFP_NOWARN|__GFP_NORETRY), pid 6648, tgid 6644 (syz-executor.0), ts 133906047828, free_ts 133859922223   set_page_owner include/linux/page_owner.h:31 [inline]   post_alloc_hook+0x1ea/0x210 mm/page_alloc.c:1533   prep_new_page mm/page_alloc.c: ---truncated---","","","","CWE-787","CWE-787 Out-of-bounds Write"
"CVE-2024-35060","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T15:00:17.997Z","An issue in the YAML Python library of NASA AIT-Core v2.5.2 allows attackers to execute arbitrary commands via supplying a crafted YAML file.","","","","CWE-319","CWE-319 Cleartext Transmission of Sensitive Information"
"CVE-2024-35854","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-17T17:06:14.156Z","In the Linux kernel, the following vulnerability has been resolved:  mlxsw: spectrum_acl_tcam: Fix possible use-after-free during rehash  The rehash delayed work migrates filters from one region to another according to the number of available credits.  The migrated from region is destroyed at the end of the work if the number of credits is non-negative as the assumption is that this is indicative of migration being complete. This assumption is incorrect as a non-negative number of credits can also be the result of a failed migration.  The destruction of a region that still has filters referencing it can result in a use-after-free [1].  Fix by not destroying the region if migration failed.  [1] BUG: KASAN: slab-use-after-free in mlxsw_sp_acl_ctcam_region_entry_remove+0x21d/0x230 Read of size 8 at addr ffff8881735319e8 by task kworker/0:31/3858  CPU: 0 PID: 3858 Comm: kworker/0:31 Tainted: G        W          6.9.0-rc2-custom-00782-gf2275c2157d8 #5 Hardware name: Mellanox Technologies Ltd. MSN3700/VMOD0005, BIOS 5.11 01/06/2019 Workqueue: mlxsw_core mlxsw_sp_acl_tcam_vregion_rehash_work Call Trace:  <TASK>  dump_stack_lvl+0xc6/0x120  print_report+0xce/0x670  kasan_report+0xd7/0x110  mlxsw_sp_acl_ctcam_region_entry_remove+0x21d/0x230  mlxsw_sp_acl_ctcam_entry_del+0x2e/0x70  mlxsw_sp_acl_atcam_entry_del+0x81/0x210  mlxsw_sp_acl_tcam_vchunk_migrate_all+0x3cd/0xb50  mlxsw_sp_acl_tcam_vregion_rehash_work+0x157/0x1300  process_one_work+0x8eb/0x19b0  worker_thread+0x6c9/0xf70  kthread+0x2c9/0x3b0  ret_from_fork+0x4d/0x80  ret_from_fork_asm+0x1a/0x30  </TASK>  Allocated by task 174:  kasan_save_stack+0x33/0x60  kasan_save_track+0x14/0x30  __kasan_kmalloc+0x8f/0xa0  __kmalloc+0x19c/0x360  mlxsw_sp_acl_tcam_region_create+0xdf/0x9c0  mlxsw_sp_acl_tcam_vregion_rehash_work+0x954/0x1300  process_one_work+0x8eb/0x19b0  worker_thread+0x6c9/0xf70  kthread+0x2c9/0x3b0  ret_from_fork+0x4d/0x80  ret_from_fork_asm+0x1a/0x30  Freed by task 7:  kasan_save_stack+0x33/0x60  kasan_save_track+0x14/0x30  kasan_save_free_info+0x3b/0x60  poison_slab_object+0x102/0x170  __kasan_slab_free+0x14/0x30  kfree+0xc1/0x290  mlxsw_sp_acl_tcam_region_destroy+0x272/0x310  mlxsw_sp_acl_tcam_vregion_rehash_work+0x731/0x1300  process_one_work+0x8eb/0x19b0  worker_thread+0x6c9/0xf70  kthread+0x2c9/0x3b0  ret_from_fork+0x4d/0x80  ret_from_fork_asm+0x1a/0x30","","","","CWE-416","CWE-416 Use After Free"
